"File Path: C:\Users\Administrator\Desktop\BME_labs\2026\Group 2\G2_Sample_A5 26-03-2026 17 14 51\DAQ- Time, … - (Timed).csv   
Test: Solution
Test Run: G2_Sample_A5
Date: 26/03/2026 17:13:44

"
"cycle_nb","Time ","Axial Force ","Axial Displacement "
"cycle_nb","sec","N","mm"
"1","14.3671875","-6.33191299438477","-0.0110113624032238"
"1","14.376953125","-6.95679807662964","-0.0107270479929866"
"1","14.38671875","-7.03543424606323","-0.0103059410321293"
"2","14.396484375","-6.46567440032959","-0.0101333853308461"
"2","14.40625","-5.69602012634277","-0.0101324912975542"
"2","14.416015625","-4.56312227249146","-0.00900596387509722"
"2","14.42578125","-4.47835302352905","-0.00913113399292342"
"2","14.435546875","-5.39622735977173","-0.00900864597497275"
"2","14.4453125","-5.82285213470459","-0.00913560415938264"
"2","14.455078125","-6.23967027664185","-0.00959068529482465"
"2","14.46484375","-5.5972113609314","-0.00856339920574101"
"2","14.474609375","-4.46883964538574","-0.00989019827102311"
"2","14.484375","-4.06069660186768","-0.00940024892770452"
"2","14.494140625","-5.09805488586426","-0.00903189175005537"
"2","14.50390625","-6.66934061050415","-0.00982672008831287"
"2","14.513671875","-7.43009614944458","-0.00954866391111864"
"2","14.5234375","-7.44505786895752","-0.0104042883322109"
"2","14.533203125","-6.66614151000977","-0.0106403231256991"
"2","14.54296875","-6.51686000823975","-0.0101494788395939"
"2","14.552734375","-7.10932064056396","-0.0107413534351508"
"2","14.5625","-8.44272804260254","-0.0112724301288836"
"2","14.572265625","-9.32095527648926","-0.0110819937617634"
"2","14.58203125","-9.63733100891113","-0.0114950535134994"
"2","14.591796875","-9.33443641662598","-0.0124275684356689"
"2","14.6015625","-8.67591285705566","-0.0120708346003084"
"2","14.611328125","-9.06465148925781","-0.0117802619570284"
"2","14.62109375","-10.288535118103","-0.0128629799291957"
"2","14.630859375","-11.6093406677246","-0.0120654704005574"
"2","14.640625","-12.2847547531128","-0.014588535123039"
"2","14.650390625","-12.32346534729","-0.0134477022584178"
"2","14.66015625","-11.8586883544922","-0.0139054654937354"
"2","14.669921875","-12.0803060531616","-0.0141522286867257"
"2","14.6796875","-12.5912666320801","-0.0142568351293448"
"2","14.689453125","-14.5426301956177","-0.0149390098158619"
"2","14.69921875","-15.5869312286377","-0.0152635566337267"
"2","14.708984375","-15.9196519851685","-0.0155138968693791"
"2","14.71875","-15.4457244873047","-0.0158116217789939"
"2","14.728515625","-14.8516292572021","-0.0156936057464918"
"2","14.73828125","-15.5282859802246","-0.0157570830197074"
"2","14.748046875","-16.7972507476807","-0.0170230869116494"
"2","14.7578125","-18.2336006164551","-0.0171884894371033"
"2","14.767578125","-18.7368507385254","-0.0171482570294756"
"2","14.77734375","-19.1558055877686","-0.0175702571141301"
"2","14.787109375","-19.0431098937988","-0.017993152141571"
"2","14.796875","-19.2370109558105","-0.0181460382009391"
"2","14.806640625","-19.897855758667","-0.0183767078851815"
"2","14.81640625","-21.1291980743408","-0.0188022859219927"
"2","14.826171875","-22.4653587341309","-0.0184634336619638"
"2","14.8359375","-22.4499492645264","-0.0198152665689122"
"2","14.845703125","-21.8812942504883","-0.0195702905330108"
"2","14.85546875","-22.3475360870361","-0.0193172691069776"
"2","14.865234375","-23.2213649749756","-0.0198733814613661"
"2","14.875","-24.7654914855957","-0.0202417377295205"
"2","14.884765625","-26.2404003143311","-0.0206825134227984"
"2","14.89453125","-27.0079307556152","-0.0212565064430237"
"2","14.904296875","-26.7812824249268","-0.0220969322981546"
"2","14.9140625","-26.5911407470703","-0.0212037557503209"
"2","14.923828125","-27.0607357025146","-0.0215309864870505"
"2","14.93359375","-28.3556156158447","-0.0229078523261705"
"2","14.943359375","-30.2312183380127","-0.0234621766139753"
"2","14.953125","-31.0186023712158","-0.0231143840210279"
